source_concept_code,source_description,assessment_concept_id,assessment_concept_name,qualifier_concept_id,qualifier_concept_name,value_domain_type,fca_concept_id,predicate_id,confidence,mapping_justification
1180101082,Other Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180101083,Other Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180101103,Cardiac Output Condition,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102056,Site Dressing,761103,Wound dressing observable,0,,,C0075.01,broadMatch,0.6,"FCA concept C0075.01: intent={assessment:dressing, body_site:skin}"
1180102101,AO Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102102,AO Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102103,AO Cardiac Output HR,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102104,PA Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102105,PA Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102106,PA Cardiac Output HR,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102107,RA Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102108,RA Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102109,RA Cardiac Output HR,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102110,RV Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102111,RV Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102112,RV Cardiac Output HR,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102113,LV Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102114,LV Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102115,LV Cardiac Output HR,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102116,LA Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102117,LA Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102118,LA Cardiac Output HR,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102119,IVC Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102120,IVC Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102121,IVC Cardiac Output HR,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102122,MV Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102123,MV Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102124,MV Cardiac Output HR,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102125,PCW Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102126,PCW Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102127,PCW Cardiac Output HR,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102128,PV Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102129,PV Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102130,PV Cardiac Output HR,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102131,SVC Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102132,SVC Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102133,SVC Cardiac Output HR,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102134,TV Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102135,TV Cardiac Output Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180102136,TV Cardiac Output HR,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180103219,TD Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180103220,Fick Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180103999,Cardiac Output,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180147974,Cardiac Output Index Fick,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180147975,Cardiac Output Index Thermo,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180147976,Cardiac Output Fick,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180147977,Cardiac Output Heart Rate Fick,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180147978,Cardiac Output Heart Rate Thermo,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180147979,Cardiac Output Thermo,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180147981,Cardiac Output Cardiac Index,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180147982,Cardiac Output Angio,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180147983,Cardiac Output Dye,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180147984,Cardiac Output Heart Rate Angio,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
1180147985,Cardiac Output Heart Rate Dye,4090192,Fluid output,0,,,C0044.04,broadMatch,0.6,"FCA concept C0044.04: intent={assessment:output, body_site:chest}"
12304,RLE Clonus,4329728,Spasticity,0,,,C0027.01,broadMatch,0.6,"FCA concept C0027.01: intent={assessment:spasticity, body_site:lower_extremity}"
12306,LLE Clonus,4329728,Spasticity,0,,,C0027.01,broadMatch,0.6,"FCA concept C0027.01: intent={assessment:spasticity, body_site:lower_extremity}"
12431,Ear Pain,4234651,Pain level,0,,,C0121.25,broadMatch,0.6,"FCA concept C0121.25: intent={assessment:pain_general, body_site:head_face}"
12433,Chest Pain,4234651,Pain level,0,,,C0121.22,broadMatch,0.6,"FCA concept C0121.22: intent={assessment:pain_general, body_site:chest}"
12812,Dressing Intervention,761103,Wound dressing observable,0,,,C0075.01,broadMatch,0.6,"FCA concept C0075.01: intent={assessment:dressing, body_site:skin}"
1315400007,"Time Frame (Wound Goal 2, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400014,Wound Management Goal Selection (PT),4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400019,"Wound Management Goal (Wound Goal 4, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400027,Wound Management Goal Selection (OT),4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400029,"Wound Management Goal (Wound Goal 4, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400031,"Time Frame (Wound Goal 3, OT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400035,"Time Frame (Wound Goal 2, OT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400036,"Time Frame (Wound Goal 1, OT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400043,"Progress/Outcomes (Wound Goal 3, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400051,"Time Frame (Wound Goal 3, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400053,"Progress/Outcomes (Wound Goal 3, OT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400064,"Progress/Outcomes (Wound Goal 1, PT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400074,"Wound Management Goal (Wound Goal 1, OT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400077,"Wound Management Goal (Wound Goal 1, PT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400084,"Strategies/Barriers (Wound Goal 3, OT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400091,"Time Frame (Wound Goal 4, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400093,"Strategies/Barriers (Wound Goal 3, PT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400096,"Progress/Outcomes (Wound Goal 4, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400098,"Progress/Outcomes (Wound Goal 1, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400112,"Strategies/Barriers (Wound Goal 4, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400114,"Wound Management Goal (Wound Goal 3, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400119,"Strategies/Barriers (Wound Goal 4, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400121,"Wound Management Goal (Wound Goal 3, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400125,"Strategies/Barriers (Wound Goal 2, OT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400134,"Strategies/Barriers (Wound Goal 2, PT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400151,"Time Frame (Wound Goal 1, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400155,"Strategies/Barriers (Wound Goal 3, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400160,"Progress/Outcomes (Wound Goal 2, OT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400163,"Strategies/Barriers (Wound Goal 3, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400171,"Strategies/Barriers (Wound Goal 1, OT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400174,"Progress/Outcomes (Wound Goal 2, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400177,"Strategies/Barriers (Wound Goal 1, PT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400195,"Strategies/Barriers (Wound Goal 2, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400201,"Strategies/Barriers (Wound Goal 2, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400205,"Time Frame (Wound Goal 2, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400213,"Time Frame (Wound Goal 3, PT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400217,"Time Frame (Wound Goal 2, PT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400219,"Time Frame (Wound Goal 1, PT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400229,"Strategies/Barriers (Wound Goal 1, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400230,"Wound Management Goal (Wound Goal 2, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400241,"Progress/Outcomes (Wound Goal 3, PT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400242,"Strategies/Barriers (Wound Goal 1, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400243,"Wound Management Goal (Wound Goal 2, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400249,"Progress/Outcomes (Wound Goal 3, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400259,"Wound Management Goal (Wound Goal 3, OT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400263,"Time Frame (Wound Goal 3, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400265,"Wound Management Goal (Wound Goal 3, PT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400277,"Progress/Outcomes (Wound Goal 1, OT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400286,"Progress/Outcomes (Wound Goal 1, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400295,"Time Frame (Wound Goal 4, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400301,"Progress/Outcomes (Wound Goal 4, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400320,"Wound Management Goal (Wound Goal 1, OT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400327,"Time Frame (Wound Goal 1, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400328,Wound Management Goal Selection (PT-IRF),4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400331,"Progress/Outcomes (Wound Goal 2, PT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400332,"Wound Management Goal (Wound Goal 1, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400333,Wound Management Goal Selection (OT-IRF),4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400341,"Progress/Outcomes (Wound Goal 2, PT-IRF)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400342,"Wound Management Goal (Wound Goal 2, OT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
1315400349,"Wound Management Goal (Wound Goal 2, PT)",4021667,Wound finding,0,,,C0058.03,broadMatch,0.6,"FCA concept C0058.03: intent={assessment:wound, body_site:skin}"
136,Did the resident need help dressing?,761103,Wound dressing observable,0,,,C0075.01,broadMatch,0.6,"FCA concept C0075.01: intent={assessment:dressing, body_site:skin}"
1400000109,Pain in Chest COVID-19,4234651,Pain level,0,,,C0121.22,broadMatch,0.6,"FCA concept C0121.22: intent={assessment:pain_general, body_site:chest}"
1400000133,Does the patient have abdominal pain?,4234651,Pain level,0,,,C0121.21,broadMatch,0.6,"FCA concept C0121.21: intent={assessment:pain_general, body_site:abdomen}"
1420100005,Dressing Type,761103,Wound dressing observable,0,,,C0075.01,broadMatch,0.6,"FCA concept C0075.01: intent={assessment:dressing, body_site:skin}"
1500003116,UB Dressing Skilled Intervention Provided,761103,Wound dressing observable,0,,,C0075.01,broadMatch,0.6,"FCA concept C0075.01: intent={assessment:dressing, body_site:skin}"
1500003117,UB Dressing Adaptive Equipment,761103,Wound dressing observable,0,,,C0075.01,broadMatch,0.6,"FCA concept C0075.01: intent={assessment:dressing, body_site:skin}"
